Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,temperature,humidity,precipitation,weather_description,Distance (km),Travel_time_minutes,Time_subtract_2,Food_manipulation,food_time,Weather_manipulation,Weather_time,Vehicle_manipulation,Vehicle_time,Traffic_manipulation,Traffic_time,Total_delay,Traffic_labels,Total_time
31,4.2,18.539299,73.897902,18.609299,73.967902,drinks ,scooter ,18.93,65.0,0.0,clear sky,16.2,25.21833333,23.21833333,0.05,1.160916667,0.0,0.0,0.0,0.0,0.1,2.321833333,3.48275,low,26.70108333
27,4.6,11.022298,76.998349,11.042298,77.018349,buffet ,electric_scooter ,24.84,73.0,0.0,mist,4.2,12.31166667,10.31166667,0.08,0.824933334,0.1,1.031166667,0.03,0.30935,0.1,1.031166667,3.196616668,low,13.50828334
37,4.9,22.310329,73.169083,22.360329,73.219083,drinks ,scooter ,22.78,43.0,0.0,clear sky,10.23,17.16,15.16,0.05,0.758,0.0,0.0,0.0,0.0,0.1,1.516,2.274,low,17.434
34,4.4,12.949934,77.699386,12.999934,77.749386,buffet ,scooter ,19.73,93.0,0.0,mist,14.78,21.54666667,19.54666667,0.08,1.563733334,0.1,1.954666667,0.0,0.0,0.1,1.954666667,5.473066668,low,25.01973334
25,4.7,11.022169,76.999594,11.082169,77.059594,snack ,motorcycle ,23.97,78.0,0.0,mist,12.1,24.085,22.085,0.05,1.10425,0.1,2.2085,0.0,0.0,0.05,1.10425,4.417,low,26.502
37,4.7,19.875908,75.358888,19.925908,75.408888,meal ,motorcycle ,17.77,82.0,0.0,mist,10.93,15.755,13.755,0.1,1.3755,0.1,1.3755,0.0,0.0,0.05,0.68775,3.43875,very low,17.19375
23,4.7,10.006881,76.345397,10.076881,76.415397,meal ,scooter ,23.86,88.0,0.0,mist,15.03,26.38166667,24.38166667,0.1,2.438166667,0.1,2.438166667,0.0,0.0,0.1,2.438166667,7.314500001,low,31.69616667
27,5.0,12.326356,76.619103,12.366356,76.659103,drinks ,motorcycle ,18.33,81.0,0.0,scattered clouds,9.8,17.11,15.11,0.05,0.7555,0.0,0.0,0.0,0.0,0.05,0.7555,1.511,very low,16.621
36,4.7,17.431477,78.40035,17.451477,78.42035,snack ,electric_scooter ,21.29,65.0,0.0,broken clouds,6.88,15.31833333,13.31833333,0.05,0.665916667,0.05,0.665916667,0.03,0.39955,0.1,1.331833333,3.063216667,low,16.38155
30,4.3,26.88842,75.800689,27.02842,75.940689,snack ,motorcycle ,19.97,47.0,0.0,clear sky,25.13,32.32,30.32,0.05,1.516,0.0,0.0,0.0,0.0,0.05,1.516,3.032,low,33.352
28,4.7,11.003669,76.976494,11.073669,77.046494,snack ,scooter ,25.06,73.0,0.0,mist,14.28,23.59166667,21.59166667,0.05,1.079583334,0.1,2.159166667,0.0,0.0,0.1,2.159166667,5.397916668,low,26.98958334
20,4.7,13.022394,80.242439,13.072394,80.292439,drinks ,scooter ,26.48,87.0,0.0,mist,12.4,18.15333333,16.15333333,0.05,0.807666667,0.1,1.615333333,0.0,0.0,0.1,1.615333333,4.038333333,low,20.19166666
22,4.7,18.51421,73.838429,18.62421,73.948429,buffet ,motorcycle ,19.21,65.0,0.0,clear sky,19.87,28.13833333,26.13833333,0.08,2.091066666,0.0,0.0,0.0,0.0,0.05,1.306916667,3.397983333,low,29.53631666
28,4.7,12.352058,76.60665,12.462058,76.71665,buffet ,motorcycle ,18.25,82.0,0.0,scattered clouds,23.28,30.88166667,28.88166667,0.08,2.310533334,0.0,0.0,0.0,0.0,0.05,1.444083334,3.754616668,low,32.63628334
34,4.8,21.186884,72.793616,21.196884,72.803616,buffet ,electric_scooter ,23.46,43.0,0.0,clear sky,1.75,7.973333333,5.973333333,0.08,0.477866667,0.0,0.0,0.03,0.1792,0.1,0.597333333,1.2544,very low,7.227733333
38,5.0,19.875522,75.367127,19.925522,75.417127,meal ,scooter ,17.74,82.0,0.0,mist,12.01,18.19833333,16.19833333,0.1,1.619833333,0.1,1.619833333,0.0,0.0,0.1,1.619833333,4.859499999,low,21.05783333
34,3.5,26.892312,75.806896,26.972313,75.886896,snack ,motorcycle ,19.99,68.0,0.0,haze,14.11,20.91333333,18.91333333,0.05,0.945666667,0.1,1.891333333,0.0,0.0,0.05,0.945666667,3.782666667,very low,22.696
33,4.6,23.359033,85.325347,23.449033,85.415347,snack ,motorcycle ,17.54,69.0,0.0,clear sky,18.49,19.74,17.74,0.05,0.887,0.0,0.0,0.0,0.0,0.05,0.887,1.774,very low,19.514
21,4.6,22.552996,88.35231,22.572996,88.37231,snack ,scooter ,22.97,83.0,0.0,haze,4.22,11.88,9.88,0.05,0.494,0.1,0.988,0.0,0.0,0.1,0.988,2.47,very low,12.35
25,4.6,22.538731,88.364878,22.598731,88.424878,drinks ,motorcycle ,22.99,83.0,0.0,haze,12.74,23.07333333,21.07333333,0.05,1.053666667,0.1,2.107333333,0.0,0.0,0.05,1.053666667,4.214666667,low,25.288
23,4.9,22.311603,73.165012,22.351603,73.205012,buffet ,motorcycle ,22.85,43.0,0.0,clear sky,8.42,15.48833333,13.48833333,0.08,1.079066666,0.0,0.0,0.0,0.0,0.05,0.674416667,1.753483333,very low,15.24181666
34,4.9,30.895204,75.822103,30.945204,75.872103,snack ,motorcycle ,19.01,56.0,0.0,clear sky,11.67,18.325,16.325,0.05,0.81625,0.0,0.0,0.0,0.0,0.05,0.81625,1.6325,very low,17.9575
25,4.7,17.428294,78.404423,17.498294,78.474423,snack ,scooter ,21.29,64.0,0.0,overcast clouds,18.97,25.79333333,23.79333333,0.05,1.189666667,0.15,3.569,0.0,0.0,0.1,2.379333333,7.138,low,30.93133333
28,4.9,25.450329,81.834279,25.540329,81.924279,drinks ,electric_scooter ,21.98,55.0,0.0,clear sky,18.13,25.19166667,23.19166667,0.05,1.159583334,0.0,0.0,0.03,0.69575,0.1,2.319166667,4.174500001,low,27.36616667
34,3.7,18.546947,73.900626,18.656947,74.010626,buffet ,scooter ,19.42,65.0,0.0,clear sky,23.24,23.41166667,21.41166667,0.08,1.712933334,0.0,0.0,0.0,0.0,0.1,2.141166667,3.854100001,low,25.26576667
31,5.0,13.026279,80.174568,13.086279,80.234568,buffet ,motorcycle ,26.34,88.0,0.0,mist,13.61,20.885,18.885,0.08,1.5108,0.1,1.8885,0.0,0.0,0.05,0.94425,4.34355,very low,23.22855
38,4.6,19.1813,72.836191,19.2413,72.896191,buffet ,scooter ,26.22,44.0,0.0,smoke,13.14,29.62166667,27.62166667,0.08,2.209733334,0.15,4.143250001,0.0,0.0,0.1,2.762166667,9.115150002,low,36.73681667
29,4.5,26.911927,75.797282,27.001927,75.887282,drinks ,motorcycle ,19.95,46.0,0.0,clear sky,17.28,21.66666667,19.66666667,0.05,0.983333334,0.0,0.0,0.0,0.0,0.05,0.983333334,1.966666668,very low,21.63333334
39,4.8,12.352058,76.60665,12.402058,76.65665,drinks ,motorcycle ,18.26,81.0,0.0,scattered clouds,12.79,18.79166667,16.79166667,0.05,0.839583334,0.0,0.0,0.0,0.0,0.05,0.839583334,1.679166668,very low,18.47083334
26,4.8,22.727021,75.884167,22.747021,75.904167,buffet ,scooter ,17.08,77.0,0.0,haze,4.04,10.43666667,8.436666667,0.08,0.674933333,0.1,0.843666667,0.0,0.0,0.1,0.843666667,2.362266667,very low,10.79893333
33,4.8,22.651847,75.881991,22.681847,75.911991,buffet ,electric_scooter ,16.93,72.0,0.0,haze,9.47,16.345,14.345,0.08,1.1476,0.1,1.4345,0.03,0.43035,0.1,1.4345,4.44695,low,18.79195
37,4.9,25.45235,81.841889,25.48235,81.871889,drinks ,scooter ,22.21,54.0,0.0,clear sky,7.84,13.81666667,11.81666667,0.05,0.590833334,0.0,0.0,0.0,0.0,0.1,1.181666667,1.772500001,low,13.58916667
29,4.6,12.906229,77.596791,12.966229,77.656791,drinks ,scooter ,19.66,91.0,0.0,mist,12.96,22.015,20.015,0.05,1.00075,0.1,2.0015,0.0,0.0,0.1,2.0015,5.00375,low,25.01875
24,4.6,10.994136,76.963303,11.084136,77.053303,snack ,motorcycle ,24.97,73.0,0.0,mist,17.5,24.03666667,22.03666667,0.05,1.101833334,0.1,2.203666667,0.0,0.0,0.05,1.101833334,4.407333335,low,26.444
21,4.6,17.411028,78.329645,17.441028,78.359645,meal ,motorcycle ,21.13,66.0,0.0,broken clouds,6.69,12.65,10.65,0.1,1.065,0.05,0.5325,0.0,0.0,0.05,0.5325,2.13,very low,12.78
29,5.0,21.170798,72.790489,21.220798,72.840489,buffet ,scooter ,23.05,43.0,0.0,clear sky,9.3,15.52,13.52,0.08,1.0816,0.0,0.0,0.0,0.0,0.1,1.352,2.4336,low,15.9536
33,4.7,12.972532,77.608179,12.992532,77.628179,drinks ,scooter ,20.04,91.0,0.0,mist,4.17,12.685,10.685,0.05,0.53425,0.1,1.0685,0.0,0.0,0.1,1.0685,2.67125,low,13.35625
27,4.1,23.359033,85.325347,23.379033,85.345347,drinks ,motorcycle ,17.67,68.0,0.0,clear sky,3.79,11.43166667,9.431666667,0.05,0.471583333,0.0,0.0,0.0,0.0,0.05,0.471583333,0.943166666,very low,10.37483333
29,4.6,17.426228,78.407495,17.556228,78.537495,drinks ,motorcycle ,21.06,65.0,0.0,broken clouds,25.32,34.42333333,32.42333333,0.05,1.621166667,0.05,1.621166667,0.0,0.0,0.05,1.621166667,4.863500001,low,37.28683333
30,4.2,21.173493,72.801953,21.243493,72.871953,buffet ,motorcycle ,22.87,42.0,0.0,clear sky,14.05,21.14166667,19.14166667,0.08,1.531333334,0.0,0.0,0.0,0.0,0.05,0.957083334,2.488416668,very low,21.63008334
20,4.9,11.003669,76.976494,11.073669,77.046494,drinks ,scooter ,25.06,73.0,0.0,mist,14.28,23.59166667,21.59166667,0.05,1.079583334,0.1,2.159166667,0.0,0.0,0.1,2.159166667,5.397916668,low,26.98958334
31,4.4,12.972161,77.596014,13.042161,77.666014,buffet ,motorcycle ,19.72,93.0,0.0,mist,12.6,26.58666667,24.58666667,0.08,1.966933334,0.1,2.458666667,0.0,0.0,0.05,1.229333334,5.654933335,low,30.2416
36,4.6,21.149669,72.772629,21.179669,72.802629,drinks ,scooter ,23.6,44.0,0.0,clear sky,6.64,11.71166667,9.711666667,0.05,0.485583333,0.0,0.0,0.0,0.0,0.1,0.971166667,1.45675,very low,11.16841667
39,4.9,26.892312,75.806896,26.972313,75.886896,snack ,motorcycle ,19.99,68.0,0.0,haze,14.11,20.91333333,18.91333333,0.05,0.945666667,0.1,1.891333333,0.0,0.0,0.05,0.945666667,3.782666667,very low,22.696
32,4.7,17.424114,78.347554,17.534114,78.457554,meal ,motorcycle ,21.26,65.0,0.0,broken clouds,23.38,33.58,31.58,0.1,3.158,0.05,1.579,0.0,0.0,0.05,1.579,6.316,low,37.896
30,3.8,21.170096,72.789122,21.250096,72.869122,buffet ,scooter ,22.9,43.0,0.0,clear sky,15.72,23.085,21.085,0.08,1.6868,0.0,0.0,0.0,0.0,0.1,2.1085,3.7953,low,24.8803
26,4.7,22.760072,75.892574,22.780072,75.912574,meal ,scooter ,17.15,72.0,0.0,haze,4.19,11.61,9.61,0.1,0.961,0.1,0.961,0.0,0.0,0.1,0.961,2.883,very low,12.493
29,4.6,12.325461,76.632278,12.335461,76.642278,buffet ,motorcycle ,18.13,81.0,0.0,broken clouds,3.01,10.81166667,8.811666667,0.08,0.704933333,0.05,0.440583333,0.0,0.0,0.05,0.440583333,1.586099999,very low,10.39776667
21,4.9,21.157735,72.768778,21.167735,72.778778,buffet ,motorcycle ,23.91,44.0,0.0,clear sky,2.41,7.763333333,5.763333333,0.08,0.461066667,0.0,0.0,0.0,0.0,0.05,0.288166667,0.749233334,very low,6.512566667
23,4.6,11.000762,76.981876,11.030762,77.011876,drinks ,scooter ,24.86,73.0,0.0,mist,6.76,15.72666667,13.72666667,0.05,0.686333334,0.1,1.372666667,0.0,0.0,0.1,1.372666667,3.431666668,low,17.15833334
22,4.9,21.186884,72.793616,21.206884,72.813616,meal ,motorcycle ,23.39,43.0,0.0,clear sky,3.09,8.606666667,6.606666667,0.1,0.660666667,0.0,0.0,0.0,0.0,0.05,0.330333333,0.991,very low,7.597666667
39,4.5,21.157729,72.768726,21.187729,72.798726,drinks ,motorcycle ,23.51,43.0,0.0,clear sky,6.65,13.16833333,11.16833333,0.05,0.558416667,0.0,0.0,0.0,0.0,0.05,0.558416667,1.116833334,very low,12.28516666
32,4.1,13.086438,80.220672,13.136439,80.270672,drinks ,scooter ,26.36,88.0,0.0,mist,12.24,22.84833333,20.84833333,0.05,1.042416667,0.1,2.084833333,0.0,0.0,0.1,2.084833333,5.212083333,low,26.06041666
25,4.7,26.846156,75.8023,26.956156,75.9123,drinks ,motorcycle ,20.06,68.0,0.0,haze,23.52,29.47333333,27.47333333,0.05,1.373666667,0.1,2.747333333,0.0,0.0,0.05,1.373666667,5.494666667,low,32.968
30,5.0,21.157729,72.768726,21.197729,72.808726,snack ,motorcycle ,23.45,43.0,0.0,clear sky,7.87,14.13333333,12.13333333,0.05,0.606666667,0.0,0.0,0.0,0.0,0.05,0.606666667,1.213333334,very low,13.34666666
25,4.8,12.939496,77.625999,13.069496,77.755999,drinks ,scooter ,19.27,93.0,0.0,fog,24.47,28.77166667,26.77166667,0.05,1.338583334,0.15,4.015750001,0.0,0.0,0.1,2.677166667,8.031500002,low,34.80316667
26,4.7,11.008638,76.984311,11.098638,77.074311,snack ,scooter ,25.01,73.0,0.0,mist,17.11,24.75333333,22.75333333,0.05,1.137666667,0.1,2.275333333,0.0,0.0,0.1,2.275333333,5.688333333,low,28.44166666
30,4.6,11.022477,76.995667,11.062477,77.035667,snack ,motorcycle ,24.96,73.0,0.0,mist,8.08,15.76666667,13.76666667,0.05,0.688333334,0.1,1.376666667,0.0,0.0,0.05,0.688333334,2.753333335,very low,16.52
31,4.3,27.160934,78.044095,27.180934,78.064095,drinks ,motorcycle ,21.67,52.0,0.0,clear sky,7.2,19.25166667,17.25166667,0.05,0.862583334,0.0,0.0,0.0,0.0,0.05,0.862583334,1.725166668,very low,18.97683334
33,4.8,22.725748,75.898497,22.805747,75.978497,buffet ,motorcycle ,17.21,53.0,0.0,clear sky,18.15,29.76333333,27.76333333,0.08,2.221066666,0.0,0.0,0.0,0.0,0.05,1.388166667,3.609233333,low,31.37256666
20,5.0,19.131141,72.813074,19.19114,72.873074,drinks ,scooter ,27.84,39.0,0.0,smoke,16.91,23.46833333,21.46833333,0.05,1.073416667,0.15,3.22025,0.0,0.0,0.1,2.146833333,6.4405,low,27.90883333
36,4.3,12.323225,76.630028,12.453225,76.760028,meal ,scooter ,18.05,77.0,0.0,scattered clouds,25.16,36.435,34.435,0.1,3.4435,0.0,0.0,0.0,0.0,0.1,3.4435,6.887,moderate,41.322
20,4.9,18.51421,73.838429,18.60421,73.928429,snack ,motorcycle ,19.05,65.0,0.0,clear sky,16.57,24.075,22.075,0.05,1.10375,0.0,0.0,0.0,0.0,0.05,1.10375,2.2075,low,24.2825
37,4.7,22.31279,73.170283,22.37279,73.230283,meal ,motorcycle ,22.74,43.0,0.0,clear sky,12.51,23.65,21.65,0.1,2.165,0.0,0.0,0.0,0.0,0.05,1.0825,3.2475,low,24.8975
28,5.0,26.905287,75.794592,27.015287,75.904592,buffet ,scooter ,19.81,46.0,0.0,clear sky,20.59,25.23333333,23.23333333,0.08,1.858666666,0.0,0.0,0.0,0.0,0.1,2.323333333,4.181999999,low,27.41533333
31,4.0,17.422819,78.449578,17.502819,78.529578,snack ,scooter ,21.18,65.0,0.0,broken clouds,16.52,24.92,22.92,0.05,1.146,0.05,1.146,0.0,0.0,0.1,2.292,4.584,low,27.504
30,4.9,17.45971,78.368855,17.50971,78.418855,snack ,motorcycle ,21.15,67.0,0.0,broken clouds,11.89,22.29833333,20.29833333,0.05,1.014916667,0.05,1.014916667,0.0,0.0,0.05,1.014916667,3.044750001,low,23.34308333
27,4.9,22.526461,88.364453,22.616461,88.454453,drinks ,motorcycle ,23.03,83.0,0.0,haze,20.49,33.38833333,31.38833333,0.05,1.569416667,0.1,3.138833333,0.0,0.0,0.05,1.569416667,6.277666667,low,37.666
30,4.9,18.533811,73.899315,18.583811,73.949315,drinks ,motorcycle ,19.18,65.0,0.0,clear sky,12.57,21.44,19.44,0.05,0.972,0.0,0.0,0.0,0.0,0.05,0.972,1.944,very low,21.384
29,4.5,12.906229,77.596791,13.036229,77.726791,snack ,scooter ,19.74,93.0,0.0,mist,25.9,35.075,33.075,0.05,1.65375,0.1,3.3075,0.0,0.0,0.1,3.3075,8.26875,moderate,41.34375
35,4.5,27.163303,78.057044,27.293303,78.187044,meal ,motorcycle ,21.28,54.0,0.0,clear sky,32.49,30.99166667,28.99166667,0.1,2.899166667,0.0,0.0,0.0,0.0,0.05,1.449583334,4.348750001,low,33.34041667
34,4.9,22.695207,75.866059,22.715207,75.886059,snack ,motorcycle ,17.03,72.0,0.0,haze,3.9,10.67666667,8.676666667,0.05,0.433833333,0.1,0.867666667,0.0,0.0,0.05,0.433833333,1.735333333,very low,10.412
37,4.8,11.026117,76.944652,11.106117,77.024652,buffet ,scooter ,24.98,73.0,0.0,mist,16.91,17.715,15.715,0.08,1.2572,0.1,1.5715,0.0,0.0,0.1,1.5715,4.4002,low,20.1152
34,4.9,26.910262,75.783013,26.940262,75.813013,meal ,motorcycle ,19.37,68.0,0.0,haze,6.02,13.97166667,11.97166667,0.1,1.197166667,0.1,1.197166667,0.0,0.0,0.05,0.598583334,2.992916668,very low,14.96458334
23,4.1,17.440827,78.393391,17.500827,78.453391,meal ,electric_scooter ,21.37,64.0,0.0,broken clouds,14.16,26.33333333,24.33333333,0.1,2.433333333,0.05,1.216666667,0.03,0.73,0.1,2.433333333,6.813333333,low,31.14666666
29,4.7,22.727021,75.884167,22.777021,75.934167,snack ,motorcycle ,17.09,72.0,0.0,haze,10.8,16.635,14.635,0.05,0.73175,0.1,1.4635,0.0,0.0,0.05,0.73175,2.927,very low,17.562
26,4.1,18.569156,73.774723,18.629156,73.834723,meal ,motorcycle ,18.93,64.0,0.0,clear sky,15.49,24.38666667,22.38666667,0.1,2.238666667,0.0,0.0,0.0,0.0,0.05,1.119333334,3.358000001,low,25.74466667
34,4.9,19.875522,75.367127,19.925522,75.417127,snack ,motorcycle ,17.74,82.0,0.0,mist,12.01,18.19833333,16.19833333,0.05,0.809916667,0.1,1.619833333,0.0,0.0,0.05,0.809916667,3.239666667,very low,19.438
21,4.7,18.593481,73.785901,18.623481,73.815901,buffet ,scooter ,19.09,65.0,0.0,clear sky,6.67,14.58166667,12.58166667,0.08,1.006533334,0.0,0.0,0.0,0.0,0.1,1.258166667,2.264700001,low,14.84636667
35,4.6,11.003008,76.97544,11.073009,77.04544,snack ,motorcycle ,25.06,73.0,0.0,mist,14.4,22.98333333,20.98333333,0.05,1.049166667,0.1,2.098333333,0.0,0.0,0.05,1.049166667,4.196666667,low,25.18
24,4.1,19.103249,72.846749,19.233249,72.976749,buffet ,electric_scooter ,26.86,44.0,0.0,smoke,33.53,31.03666667,29.03666667,0.08,2.322933334,0.15,4.355500001,0.03,0.8711,0.1,2.903666667,10.4532,low,39.48986667
25,4.5,12.939496,77.625999,12.979496,77.665999,snack ,scooter ,19.75,92.0,0.0,mist,10.27,18.16833333,16.16833333,0.05,0.808416667,0.1,1.616833333,0.0,0.0,0.1,1.616833333,4.042083333,low,20.21041666
22,4.8,19.055831,72.833984,19.085831,72.863984,drinks ,scooter ,27.0,44.0,0.0,smoke,7.65,12.63166667,10.63166667,0.05,0.531583334,0.15,1.594750001,0.0,0.0,0.1,1.063166667,3.189500002,low,13.82116667
38,4.7,23.416792,85.316842,23.506792,85.406842,meal ,motorcycle ,17.41,69.0,0.0,clear sky,18.92,27.18666667,25.18666667,0.1,2.518666667,0.0,0.0,0.0,0.0,0.05,1.259333334,3.778000001,low,28.96466667
29,4.3,12.934365,77.616155,12.974365,77.656155,meal ,scooter ,19.66,91.0,0.0,mist,10.93,17.56666667,15.56666667,0.1,1.556666667,0.1,1.556666667,0.0,0.0,0.1,1.556666667,4.670000001,low,20.23666667
24,4.8,12.906229,77.596791,13.016229,77.706791,snack ,scooter ,19.89,93.0,0.0,mist,21.02,30.53666667,28.53666667,0.05,1.426833334,0.1,2.853666667,0.0,0.0,0.1,2.853666667,7.134166668,low,35.67083334
36,4.8,30.359722,78.067079,30.499722,78.207079,buffet ,motorcycle ,9.18,82.0,0.0,clear sky,59.67,81.405,79.405,0.08,6.3524,0.0,0.0,0.0,0.0,0.05,3.97025,10.32265,moderate,89.72765
20,4.8,12.334022,76.618203,12.364022,76.648203,snack ,scooter ,18.17,81.0,0.0,scattered clouds,8.24,17.635,15.635,0.05,0.78175,0.0,0.0,0.0,0.0,0.1,1.5635,2.34525,low,17.98025
25,4.6,23.214294,77.435361,23.264294,77.485361,snack ,scooter ,18.29,58.0,0.0,clear sky,12.11,23.375,21.375,0.05,1.06875,0.0,0.0,0.0,0.0,0.1,2.1375,3.20625,low,24.58125
23,5.0,12.914264,77.6784,13.024264,77.7884,meal ,scooter ,19.91,93.0,0.0,mist,26.03,33.81833333,31.81833333,0.1,3.181833333,0.1,3.181833333,0.0,0.0,0.1,3.181833333,9.545499999,moderate,41.36383333
32,4.7,22.725835,75.887648,22.765835,75.927648,drinks ,scooter ,17.06,72.0,0.0,haze,8.35,14.96,12.96,0.05,0.648,0.1,1.296,0.0,0.0,0.1,1.296,3.24,low,16.2
36,4.9,23.359194,85.325447,23.489194,85.455447,drinks ,motorcycle ,17.85,67.0,0.0,clear sky,25.71,29.49333333,27.49333333,0.05,1.374666667,0.0,0.0,0.0,0.0,0.05,1.374666667,2.749333334,low,30.24266666
38,4.8,11.006686,76.951736,11.076686,77.021736,snack ,motorcycle ,24.95,73.0,0.0,mist,13.88,17.545,15.545,0.05,0.77725,0.1,1.5545,0.0,0.0,0.05,0.77725,3.109,very low,18.654
34,4.3,12.934179,77.615797,13.044179,77.725797,snack ,motorcycle ,19.74,93.0,0.0,mist,21.87,28.03,26.03,0.05,1.3015,0.1,2.603,0.0,0.0,0.05,1.3015,5.206,low,31.236
23,2.5,21.173493,72.801953,21.283493,72.911953,buffet ,motorcycle ,22.83,43.0,0.0,clear sky,21.72,29.24833333,27.24833333,0.08,2.179866666,0.0,0.0,0.0,0.0,0.05,1.362416667,3.542283333,low,30.79061666
31,4.8,13.029198,77.570997,13.039198,77.580997,meal ,motorcycle ,19.49,91.0,0.0,mist,3.2,10.14666667,8.146666667,0.1,0.814666667,0.1,0.814666667,0.0,0.0,0.05,0.407333333,2.036666667,very low,10.18333333
22,4.6,12.334022,76.618203,12.414022,76.698203,buffet ,motorcycle ,18.34,82.0,0.0,scattered clouds,16.37,24.37833333,22.37833333,0.08,1.790266666,0.0,0.0,0.0,0.0,0.05,1.118916667,2.909183333,low,25.28751666
34,3.9,12.323225,76.630028,12.403225,76.710028,drinks ,electric_scooter ,18.43,82.0,0.0,broken clouds,17.5,27.53833333,25.53833333,0.05,1.276916667,0.05,1.276916667,0.03,0.76615,0.1,2.553833333,5.873816667,low,31.41215
39,4.8,23.371292,85.327872,23.501292,85.457872,meal ,motorcycle ,17.73,67.0,0.0,clear sky,26.18,27.21166667,25.21166667,0.1,2.521166667,0.0,0.0,0.0,0.0,0.05,1.260583334,3.781750001,low,28.99341667
21,5.0,26.766536,75.837333,26.846536,75.917333,buffet ,motorcycle ,20.18,68.0,0.0,haze,16.14,30.02166667,28.02166667,0.08,2.241733334,0.1,2.802166667,0.0,0.0,0.05,1.401083334,6.444983335,low,34.46665
34,3.9,17.41233,78.449654,17.50233,78.539654,meal ,scooter ,21.29,64.0,0.0,broken clouds,17.82,26.43833333,24.43833333,0.1,2.443833333,0.05,1.221916667,0.0,0.0,0.1,2.443833333,6.109583333,low,30.54791666
28,4.9,13.086438,80.220672,13.166438,80.300672,meal ,motorcycle ,26.31,88.0,0.0,scattered clouds,16.04,28.485,26.485,0.1,2.6485,0.0,0.0,0.0,0.0,0.05,1.32425,3.97275,low,30.45775
34,4.9,21.149834,72.778666,21.159834,72.788666,buffet ,motorcycle ,23.83,44.0,0.0,clear sky,1.95,14.47833333,12.47833333,0.08,0.998266666,0.0,0.0,0.0,0.0,0.05,0.623916667,1.622183333,very low,14.10051666
21,4.7,12.970221,77.645396,13.100221,77.775396,meal ,motorcycle ,19.07,93.0,0.0,fog,24.07,26.0,24.0,0.1,2.4,0.15,3.6,0.0,0.0,0.05,1.2,7.2,low,31.2
30,4.6,22.753659,75.903365,22.773659,75.923365,snack ,electric_scooter ,17.12,72.0,0.0,haze,4.63,9.438333333,7.438333333,0.05,0.371916667,0.1,0.743833333,0.03,0.22315,0.1,0.743833333,2.082733333,very low,9.521066666
36,5.0,11.003669,76.976494,11.063669,77.036494,drinks ,scooter ,24.96,73.0,0.0,mist,11.41,20.94166667,18.94166667,0.05,0.947083334,0.1,1.894166667,0.0,0.0,0.1,1.894166667,4.735416668,low,23.67708334
25,4.5,18.636215,73.751081,18.646215,73.761081,meal ,motorcycle ,18.94,65.0,0.0,clear sky,5.03,12.31,10.31,0.1,1.031,0.0,0.0,0.0,0.0,0.05,0.5155,1.5465,very low,11.8565
38,4.3,12.933298,77.614293,13.043298,77.724293,snack ,scooter ,19.49,93.0,0.0,mist,22.27,28.815,26.815,0.05,1.34075,0.1,2.6815,0.0,0.0,0.1,2.6815,6.70375,low,33.51875
24,5.0,19.120083,72.907385,19.160083,72.947385,drinks ,scooter ,27.01,44.0,0.0,smoke,8.2,15.88666667,13.88666667,0.05,0.694333334,0.15,2.083000001,0.0,0.0,0.1,1.388666667,4.166000002,low,18.05266667
31,4.7,22.311603,73.165012,22.391603,73.245012,snack ,electric_scooter ,22.63,43.0,0.0,clear sky,15.98,26.75666667,24.75666667,0.05,1.237833334,0.0,0.0,0.03,0.7427,0.1,2.475666667,4.456200001,low,29.21286667
27,4.6,17.431477,78.40035,17.501477,78.47035,drinks ,motorcycle ,21.29,64.0,0.0,overcast clouds,19.41,26.73333333,24.73333333,0.05,1.236666667,0.15,3.71,0.0,0.0,0.05,1.236666667,6.183333334,low,30.91666666
23,4.8,12.979166,77.640709,12.999166,77.660709,buffet ,motorcycle ,19.61,92.0,0.0,mist,4.37,11.13,9.13,0.08,0.7304,0.1,0.913,0.0,0.0,0.05,0.4565,2.0999,very low,11.2299
29,4.6,23.416792,85.316842,23.526792,85.426842,snack ,scooter ,17.23,69.0,0.0,clear sky,19.93,28.265,26.265,0.05,1.31325,0.0,0.0,0.0,0.0,0.1,2.6265,3.93975,low,30.20475
25,4.7,12.933298,77.614293,13.063298,77.744293,meal ,scooter ,19.18,93.0,0.0,mist,25.06,32.20166667,30.20166667,0.1,3.020166667,0.1,3.020166667,0.0,0.0,0.1,3.020166667,9.060500001,moderate,39.26216667
38,4.5,22.722634,75.886959,22.732634,75.896959,drinks ,electric_scooter ,17.08,72.0,0.0,haze,2.21,9.18,7.18,0.05,0.359,0.1,0.718,0.03,0.2154,0.1,0.718,2.0104,very low,9.1904
32,4.8,11.025083,77.015393,11.105083,77.095393,drinks ,motorcycle ,25.02,73.0,0.0,mist,15.95,24.24166667,22.24166667,0.05,1.112083334,0.1,2.224166667,0.0,0.0,0.05,1.112083334,4.448333335,low,26.69
22,4.3,26.849596,75.800512,26.919596,75.870512,buffet ,motorcycle ,19.69,68.0,0.0,haze,14.04,23.18166667,21.18166667,0.08,1.694533334,0.1,2.118166667,0.0,0.0,0.05,1.059083334,4.871783335,low,26.05345
